T2M_Actual,T2M_Predicted,WS10M_RANGE_Actual,WS10M_RANGE_Predicted,RH2M_Actual,RH2M_Predicted
23.23,2.522363381735273,4.849999999999999,0.8545094377846362,26.17,5.319124476414856
14.62,2.5057413580010857,3.0,0.8586064303021366,68.31,5.160560267336995
23.61,2.522015426560009,4.779999999999999,0.8558819894262771,20.28,5.360919754990666
9.96,2.514682633248182,3.87,0.8563944495171392,46.27,5.226176604617994
13.48,2.5154112145625205,4.45,0.8547109173868611,36.36,5.285552858277383
23.51,2.5221345931660175,4.17,0.8554999701184187,27.87,5.278317814711669
19.01,2.511832712930959,3.8299999999999996,0.8545809360908947,86.79,5.189933355207297
22.09,2.5160950488217564,3.38,0.8562548967387914,85.4,5.198752265689374
7.339999999999999,2.5100095141928587,3.69,0.8593018646038362,29.34,5.268468611200944
18.93,2.507803045922615,2.73,0.8556073938391385,85.16,5.12600658011085
15.33,2.515493571471192,3.56,0.8584605361744453,32.28,5.219662468414971
24.49,2.5245386663877154,5.9,0.851118072539843,22.18,5.361182294185825
8.81,2.5122106468146304,4.33,0.8561494804126499,29.379999999999995,5.264372339889167
20.65,2.5206659615105087,8.5,0.8465592528859568,21.5,5.503086042645457
19.82,2.521566077566359,4.26,0.8563117597825929,40.66,5.276450270641707
20.52,2.513611582205583,3.49,0.8500571438031842,88.84,5.138803914367993
17.14,2.4995162946027945,2.22,0.8566987545504376,93.24999999999999,5.066353610220713
7.54,2.50973584905946,3.63,0.8572846000297656,52.53000000000001,5.278317777426454
17.07,2.5030440415366466,2.72,0.8555761248556714,83.15,5.11883748715738
10.44,2.508725047121558,3.8299999999999996,0.8557650319630139,31.36,5.205088387522887
25.040000000000003,2.526136184268053,4.72,0.8526176697552135,19.12,5.294536199197914
8.65,2.515460996693637,3.62,0.8581526442038762,26.3,5.231720509885022
10.7,2.502355442349839,2.79,0.8611917009036665,41.13,5.16521756528302
18.45,2.526700361953853,5.44,0.852256953369777,28.069999999999997,5.339533114184135
11.49,2.510158775269554,4.8,0.8548974723498329,52.839999999999996,5.303147845071993
21.36,2.5110325087118217,3.87,0.8537399177706927,87.96,5.207849070494988
22.47,2.5235887961885486,4.81,0.8529148058693794,23.569999999999997,5.3118600815199795
21.58,2.515914202301032,4.37,0.8516520539793063,87.13,5.226379929390788
8.56,2.5059197403147495,3.66,0.8565166035147701,36.56,5.208333657866919
17.91,2.5111848345205003,3.45,0.8551140200745827,70.11,5.174258405331097
18.54,2.5102491141662724,3.9,0.8547749909270187,86.51,5.197242727788186
11.69,2.507891682562491,4.95,0.8531837338709103,29.29,5.294014188570094
19.33,2.519903152066923,5.78,0.8487449741427212,14.77,5.3598267505778
19.92,2.513315085101554,2.51,0.857980489053161,74.02,5.126412764945935
19.04,2.512546783724273,3.67,0.8560889889372846,72.32,5.224732131311854
22.81,2.5128502921064038,5.259999999999999,0.8503259416847707,74.55,5.281296054451288
18.22,2.5108101333768644,4.15,0.8538540099746323,91.24,5.210957511583052
21.26,2.5121573456884003,4.789999999999999,0.8575110102894798,87.89,5.29418816493919
16.67,2.5136732422754626,4.13,0.8537692050012328,64.18,5.21079168205675
16.62,2.5122696440269876,3.8299999999999996,0.8534680427381798,50.13,5.192165462924617
12.37,2.509046783294868,4.33,0.8542426085497953,39.95,5.230698811379221
20.38,2.5116470695611874,3.63,0.8551654677457974,84.57,5.1819446907666755
5.52,2.510444216436988,2.55,0.8629279216180452,49.46999999999999,5.179865670728666
9.63,2.510990005742548,4.03,0.8568867274454013,22.16,5.253115291619172
16.63,2.514402357812333,4.9799999999999995,0.8501328377438182,29.120000000000005,5.273074437843314
6.070000000000001,2.5028827818465373,4.34,0.8557404394399607,59.46999999999999,5.191260659033783
21.82,2.5168126222468636,4.86,0.853733428145926,81.72,5.275634133971072
8.47,2.507877174598989,3.13,0.8602590732990558,69.61,5.190591058293325
19.29,2.512961792436938,2.97,0.8567200098483677,78.3,5.159930333683638
21.69,2.519193436235334,5.449999999999999,0.8515115523460974,82.29,5.30965845130858
21.12,2.5164465806359892,4.37,0.8509547939958058,78.02,5.222152696346183
21.39,2.51876724377074,3.77,0.8574789769162557,83.92,5.2314307745413124
22.88,2.5172446040307257,4.21,0.8549350824375562,62.6,5.259611558582813
22.62,2.5081124690712695,4.02,0.857560683638046,72.58,5.224108490561439
21.68,2.5160322628899263,3.86,0.8569494284522502,76.38,5.213300009436817
14.16,2.509489276433311,3.58,0.8587025827727962,91.55,5.190736180382382
11.69,2.513648230881271,2.96,0.8597622066503933,44.29,5.187844078704214
20.85,2.512700696307884,4.43,0.8532841564757341,63.72,5.230085638709471
23.48,2.5171999127007396,4.29,0.8538855985732882,71.51,5.2665430755112945
11.51,2.513884316281099,5.4,0.8534425611006018,41.27,5.328432138484865
21.4,2.513224600261042,4.07,0.8565536820141417,70.4,5.254031123042137
20.35,2.5098904826150354,3.72,0.8539620087132022,88.75,5.194477757133579
17.84,2.5090395650748962,1.8,0.8608340137148146,91.96,5.0809029562277885
20.72,2.513219353691446,3.42,0.8565051869601231,79.38,5.191938502413362
11.2,2.513763267023665,5.139999999999999,0.8545050300598114,30.81,5.321396783830946
24.85,2.515426116188227,4.03,0.8614449941246076,60.05,5.315190399822304
10.24,2.518727605989347,5.059999999999999,0.8560430861370552,27.61,5.3621356657114
11.88,2.5132237701979214,3.96,0.8596619957565559,18.92,5.250946272140846
22.21,2.5181535457266087,3.84,0.856449609642371,84.02,5.22671853143041
16.45,2.515880913059345,4.49,0.8542678263564496,41.29,5.273430926730632
22.45,2.5164204136140764,5.359999999999999,0.8491508304034017,71.87,5.2852455501778675
18.7,2.5288830553734476,5.449999999999999,0.8540992689851651,18.57,5.36530467774903
20.24,2.5084004239856617,3.11,0.8551847747164923,81.97,5.148688500447342
9.05,2.5088081050159654,3.41,0.8575221644999634,39.48,5.209185114525606
24.02,2.521004409659295,4.94,0.8504569406640093,37.99,5.271288647750123
19.98,2.5127812408896326,3.28,0.8563514071401115,84.41,5.186881569700161
22.53,2.523019279602264,5.079999999999999,0.8552117243485019,72.29,5.312362935636285
21.12,2.5222768387223478,2.98,0.8484841997570337,84.83,5.1123191735032
10.44,2.51018382837316,3.95,0.8542093110364486,33.03,5.22243697115895
20.8,2.525838623747175,5.0,0.8542318683570114,13.470000000000002,5.349557494987293
11.94,2.5130200270516094,3.11,0.8606019992134186,27.29,5.247887519452285
25.27,2.523992050012226,4.72,0.8512954421851417,46.02,5.293409238206252
22.48,2.5225091777217203,4.969999999999999,0.8548392195867974,71.46,5.2990445976044915
12.96,2.513096411300582,1.9900000000000002,0.863033109446905,43.18,5.181743272181825
22.67,2.5199569133928352,4.35,0.8591911134362622,60.29,5.303030718648622
11.94,2.510027106663579,3.69,0.854774502518331,41.49,5.209540597964292
10.14,2.5119285775042135,4.66,0.8544960296369433,41.26,5.271386665506292
7.85,2.517133966066295,4.44,0.8577951888330981,24.51,5.329616771425065
16.67,2.5089380983468437,2.75,0.8589657250445429,70.5,5.1543815508838025
9.19,2.508689908021602,5.49,0.8507914844522392,22.55,5.32252717019771
9.26,2.5148377778491073,4.05,0.8538192974985703,26.14,5.250963528846155
20.8,2.5140680111508815,3.56,0.8572347256175681,90.91,5.199256029724094
16.36,2.5157987242417397,3.81,0.8541783078546609,47.46999999999999,5.194475652022145
8.66,2.513391111716196,3.28,0.8589211818714544,26.61,5.241631011464331
15.029999999999998,2.5109652465631433,3.3,0.8554398750835693,75.65,5.159319644104157
15.520000000000001,2.519640820295845,5.369999999999999,0.851769427492932,23.46,5.322605499894257
14.99,2.5137367552088468,3.66,0.8550824877534466,42.11,5.18675952391609
21.31,2.5142128404936486,3.71,0.8516918154047769,85.02,5.17699382234384
22.81,2.5121967868816135,4.59,0.8578331761653651,72.3,5.293568829212612
9.92,2.505283451677693,3.41,0.8588003612798226,42.58,5.223773742862541
10.32,2.5108595325562946,4.1,0.8552826433409408,46.07,5.231080713803364
6.85,2.513114213609536,3.96,0.855807488330343,41.39,5.260487668801891
18.53,2.5056822844637083,2.25,0.8570149064581921,93.94,5.093328410131364
24.81,2.5184436390524843,3.33,0.8595453901097552,48.86000000000001,5.237432087383847
17.67,2.5045520992974346,1.61,0.862493415622131,89.49,5.070995352934507
21.04,2.5136558259410173,3.7,0.8553266974350735,83.73,5.194700248653584
21.8,2.514184337216862,3.8900000000000006,0.8569818111072863,29.879999999999995,5.256645205417187
21.36,2.5153697148114325,4.86,0.8534860072027571,83.94,5.264048314032185
20.45,2.5153533394934895,3.06,0.8583968857831406,95.32,5.174490013156598
4.53,2.5074320668700665,3.56,0.8601765385575502,50.39,5.246845135427773
19.87,2.5154948684742338,3.67,0.8571139287024202,68.6,5.229238895469454
16.53,2.512318064026042,4.11,0.8549638091688964,50.87,5.246883209575112
16.18,2.508078663354504,4.0,0.856145699035528,79.08,5.218345411547321
7.95,2.511661058494551,4.699999999999999,0.8535401978361986,29.53,5.268207501248905
18.55,2.5264508936935393,4.81,0.8560547165841406,37.35,5.3348126742999975
17.53,2.5227178434872743,4.37,0.8565120373948559,12.33,5.324714049036268
8.52,2.5107823574063692,4.52,0.8593683457225851,75.23,5.275684087857726
9.81,2.5118086061456046,3.07,0.8580014533853002,29.18,5.187979237320278
8.01,2.5106110249918028,3.78,0.8592831841749652,19.56,5.269631707538818
23.45,2.517461674818192,4.45,0.8554989135448422,52.92,5.280211271776192
10.28,2.5133134806452007,3.97,0.8571967344700169,41.4,5.2322184639206295
9.41,2.5112642742681124,3.81,0.8563256776118305,40.04,5.203232086618501
11.25,2.5157613248483233,2.57,0.8580471491210936,42.8,5.156249754230497
10.44,2.514867747113188,3.18,0.862345515340028,62.9,5.236656383217176
22.69,2.515265800037064,4.51,0.8536346916777217,78.09,5.261107789763704
19.02,2.5059333128576378,3.22,0.8571199450455852,90.12,5.171783617436709
7.97,2.521898039610005,5.73,0.8552904210552976,33.62,5.37664613390629
21.69,2.519418874031059,5.839999999999999,0.8532317162493566,26.2,5.398362772643503
23.93,2.525828609704953,5.47,0.8503261898599701,49.49999999999999,5.322484136560592
8.65,2.509023760156455,3.27,0.8602150201157743,39.1,5.2196422257878945
19.44,2.516725200736013,4.28,0.8530136881029826,60.62,5.2329328777431
16.11,2.5141077533574276,3.79,0.8536497808353338,39.26,5.201431893564111
14.910000000000002,2.51114207125296,4.1,0.8531201149592067,38.97,5.1877155183948105
7.38,2.5156140654309147,3.8900000000000006,0.8590074152553954,28.569999999999997,5.264554968288412
17.51,2.5088865669907476,2.64,0.859362397716011,86.8,5.161209646016939
24.52,2.523126080616245,4.56,0.8540850912124942,30.27,5.2936313309421905
18.28,2.5083619600953275,2.92,0.8601278284151495,88.12,5.163344651100569
16.16,2.5066588659826783,3.09,0.8559279303333128,77.82,5.147102503344645
5.26,2.512595141351816,3.94,0.856232747904557,41.25,5.277889913332972
15.16,2.510503748425474,3.69,0.8551827449343966,56.57,5.192505996117296
18.91,2.5091324674523725,3.67,0.8593996493374916,69.69,5.212751179063428
20.74,2.5233533696278294,2.02,0.8554302568409337,81.53,5.1094558913842745
13.59,2.5109332668832054,3.32,0.8574665132865898,46.09,5.18613668827221
13.64,2.5106363973130357,2.58,0.8606545044101714,35.68,5.169372459042079
9.31,2.510248691939843,3.23,0.85963634171828,41.84,5.185900825001895
20.92,2.514191054344162,3.45,0.8575293181707527,91.5,5.208854285933976
16.15,2.52015671403358,3.37,0.8600443171794895,38.75,5.257606835229347
24.5,2.5253465692336006,4.45,0.8553697479254385,43.43,5.281180057624793
19.86,2.510509037054437,3.6,0.8510398334214375,91.69,5.151635568235523
19.58,2.51203707236835,2.67,0.8571636841327229,91.21,5.132984482241916
9.37,2.5103765574883408,2.7,0.8602851394361021,50.54,5.165922811948592
10.17,2.512531019982455,3.3,0.8593084081912744,29.740000000000002,5.216497074616196
11.22,2.511541598679681,3.39,0.8577531922531866,26.82,5.208922752734281
17.44,2.524928498061521,6.19,0.8530884176869324,29.04,5.41492784749022
12.43,2.509605005974367,2.73,0.8595208841866863,51.10999999999999,5.14353022285718
22.84,2.523807229493534,4.46,0.8516751504232654,81.91,5.25245174654538
23.57,2.5191276127698408,5.039999999999999,0.8522019524181104,50.18000000000001,5.282790823792967
17.54,2.5190254650392045,4.62,0.8537129900826259,13.82,5.3020749688128275
21.62,2.5201061729190766,3.43,0.8556251358481792,90.37,5.207909769830956
20.91,2.520120722013445,3.46,0.8548651172475829,86.38,5.192235079288071
7.900000000000001,2.517340400705106,4.61,0.8531174615198107,80.9,5.237923580836177
18.18,2.5069195925064705,2.01,0.8615775539451754,86.4,5.099779407425681
22.36,2.521164406178147,4.56,0.8532885939125548,74.71,5.277366757583023
12.02,2.507766492473751,4.3,0.853510788155495,34.36,5.21985054409105
13.91,2.5106176253127805,3.5,0.8560247092086117,84.16,5.181347624557042
12.500000000000002,2.510547920205007,3.0,0.8580708477517093,26.3,5.171165763381271
11.08,2.5078011330470944,3.59,0.8546959004683196,66.23,5.178061374210032
21.52,2.522937434063055,5.1899999999999995,0.8532584755221311,26.15,5.328685755225264
21.75,2.5258388955388233,5.799999999999999,0.849506863681812,32.49,5.335490294690986
13.54,2.5116154485003004,4.05,0.8539152643359691,44.0,5.213027360635364
9.08,2.5125790186975054,3.55,0.8588463651760879,47.86000000000001,5.244769498416104
20.78,2.516803961854447,3.19,0.8578432573722758,75.88,5.187309517625319
15.54,2.513374572873987,6.05,0.8479344208246551,41.25,5.3149587353252254
20.18,2.513439208951386,4.02,0.8570967040154747,93.54,5.223937486931975
24.34,2.5175303248024323,4.29,0.8570391806643971,40.95,5.285188150586897
19.48,2.509646050773768,2.27,0.8593955455349754,84.3,5.115348705803804
21.9,2.520806616665121,4.26,0.8546539953766985,10.7,5.2723794622800115
12.73,2.512287156714556,2.7,0.8602256228125589,39.95,5.158114945215595
20.29,2.5256468494791706,4.989999999999999,0.8537065278438147,13.189999999999998,5.324892943063672
16.24,2.5128234324713494,4.959999999999999,0.8527782498242635,49.169999999999995,5.283848088652299
20.14,2.5081886504208777,3.09,0.8590092117520602,90.15,5.17450495272326
9.67,2.5113670265215093,4.13,0.8570846265868826,33.17,5.25445228888186
13.55,2.5166584533667797,5.03,0.8515445183234465,17.94,5.292262390003755
21.43,2.5158795845269553,3.9,0.8528201152651711,87.9,5.203483614177771
10.66,2.5083083283337295,2.95,0.8600790027610927,57.78,5.194747672488632
21.44,2.517496528275917,4.61,0.8538140449953627,60.6,5.276280502334808
12.92,2.51114339922369,3.07,0.8569563487924281,56.06,5.153373917262796
20.43,2.5168779290457626,3.36,0.8491028028514983,82.49,5.135253248491065
13.02,2.5086332716607274,3.73,0.856774812207886,43.06,5.200169218891268
13.779999999999998,2.5103350231162147,3.0,0.8581476556539696,73.04,5.169526793158566
9.4,2.508367497925307,3.52,0.8582665612418857,22.5,5.212555871200573
6.93,2.5092781376658833,3.3,0.8606612306416671,39.6,5.230694035062812
18.83,2.506048263446593,2.38,0.8622952486829145,85.61,5.133387622460277
15.06,2.5155056605640578,4.52,0.8567516702616703,31.81,5.312819440000837
20.04,2.508837749042028,3.24,0.8563257251705543,87.83,5.1692699582885195
8.19,2.5090868056772946,3.73,0.8573614693578009,40.15,5.211321672953766
23.14,2.5165906675255356,4.38,0.8530426646079621,80.85,5.244279437575624
18.1,2.515331377846763,5.4,0.8528593643237302,28.81,5.360727555948287
11.55,2.5148959115255987,3.81,0.8562603392366317,34.09,5.2351836866653905
5.86,2.5156798552366553,4.849999999999999,0.8588225068083474,75.8,5.303137953792178
15.79,2.514068410524714,2.94,0.8587799442056171,70.15,5.166339977124461
14.81,2.510348078386412,3.02,0.8579602784541634,67.78,5.156602423742185
17.21,2.510987702820655,3.8900000000000006,0.8535318907949027,42.23,5.1971622041181185
23.8,2.5246703106176187,4.59,0.8478073393475573,74.28,5.231527088722888
12.76,2.512889463570999,3.24,0.8577543843108788,31.900000000000002,5.199196041063801
12.19,2.5075264726141877,4.09,0.8551098832737282,37.9,5.218235624109318
18.03,2.5120992257360903,2.99,0.8524507735370817,87.97,5.1399458582575885
6.45,2.5058366150626314,2.74,0.8607066887654076,64.78,5.178674785473911
21.19,2.512279169289944,4.29,0.8530275545275078,89.24,5.230948373688293
20.38,2.512474379873755,2.96,0.8554484224606126,81.75,5.157630177726191
12.799999999999999,2.5132856066004745,4.43,0.8531499946154631,25.64,5.24787459495409
11.82,2.5108870549074993,4.21,0.8546191741652186,55.27,5.226645725130534
25.69,2.5242782081545645,4.83,0.8509938334409041,51.45,5.294449296081217
15.500000000000002,2.5116090686301957,3.54,0.856147617023866,57.54,5.183370281387902
23.19,2.516719305731981,4.11,0.8518112833616568,71.15,5.233058007917194
13.82,2.5103011772750796,4.26,0.8528096302617656,49.510000000000005,5.21502224043276
16.14,2.5126150675231966,4.92,0.8545602218877693,40.35,5.313051944834547
13.9,2.523950402009187,4.51,0.8553325784707935,49.480000000000004,5.300889723678217
17.04,2.51424956041233,3.32,0.8552744713117912,54.61,5.184056133294401
11.91,2.508152610966444,3.36,0.8577971537218789,75.63,5.19419232259579
18.8,2.512500061883488,2.55,0.858486060434041,80.82,5.131995198829934
5.89,2.5143468145347616,4.35,0.8562091557834706,54.68,5.2721355980687585
16.51,2.512786603835613,3.17,0.8578781933391938,70.74,5.171096014291184
12.59,2.512824921810001,4.19,0.8549489278834589,47.97,5.224994738570298
21.72,2.5174815415543264,3.9900000000000007,0.8556429648486849,59.49999999999999,5.242936622647658
20.48,2.5158868526860623,3.41,0.8622385586413336,50.95,5.233441642036398
14.27,2.507164117166885,3.91,0.8542119078974263,60.839999999999996,5.20327729298182
10.31,2.510871583519307,3.48,0.858650000817097,75.26,5.206984445722629
23.19,2.525624354482084,4.929999999999999,0.8495368995116218,39.67,5.270155500762411
19.67,2.5171769055472106,5.23,0.8520463493862412,43.31,5.315648584527788
12.42,2.5159222372513264,4.19,0.8563735158466104,23.36,5.248027402814801
19.2,2.50564043055516,3.77,0.8561326272638379,92.27,5.203739467781639
17.24,2.5161263269824867,3.31,0.8580892323618264,77.45,5.199108033588405
19.76,2.519698897713316,4.04,0.8583935204296211,14.970000000000002,5.30817189348823
9.82,2.5158709051615613,5.279999999999999,0.85280234324067,20.78,5.323465892636915
9.22,2.508549770872561,4.24,0.8560870187412123,41.5,5.285571296375656
20.49,2.514200493459687,4.27,0.852003544173598,79.97,5.2141042998896046
21.43,2.515735365102362,4.5,0.8504382568642548,76.12,5.246478984563105
22.6,2.5169791774948918,3.8900000000000006,0.8557392414505468,48.07,5.255791238368
20.74,2.5217597677861763,4.13,0.8550780940764714,28.16,5.2992871990749935
20.94,2.5123072966188347,1.93,0.8602911243749983,88.2,5.126668057926417
20.84,2.5184987257817277,4.26,0.8536896023077073,63.43999999999999,5.243700768808221
21.32,2.515975885297061,4.09,0.8552407036265142,85.99,5.246072430956176
19.82,2.513795732336778,3.14,0.855772316000631,85.09,5.174633577031719
20.6,2.5159588294792345,3.31,0.8552020377579246,64.56,5.207056811287153
19.0,2.514690813781719,5.71,0.8505265846460178,31.18,5.335899982825196
24.13,2.525117163492166,4.51,0.8538224962038842,20.71,5.30239990931371
16.05,2.5106625672690788,4.6,0.8534492088625459,44.39,5.258597933956475
10.35,2.5100416694075096,3.53,0.8567617169135588,40.96,5.2112686187877335
20.53,2.5135443612636164,4.23,0.8552531423925342,64.31,5.250982009748827
8.03,2.5153334592522665,3.8900000000000006,0.8545884339006322,42.17,5.2815700164661505
15.039999999999997,2.510096133230528,2.47,0.8584022180347617,73.27,5.147618683159055
7.31,2.5060682580889333,1.69,0.8631447917686079,49.54,5.125950669791698
18.82,2.5180702970212696,4.49,0.8577099357118056,59.49999999999999,5.3013715231830885
21.81,2.520497725687187,4.63,0.846131891137704,88.81,5.214319709468059
20.48,2.5096211156779984,3.38,0.853980880678658,79.88,5.173967734556774
14.350000000000001,2.513995674384999,4.07,0.8554308541210434,38.8,5.258846643762024
11.29,2.514276471568396,4.34,0.8553560025404412,43.19,5.251145940032178
15.15,2.5164300490931066,5.039999999999999,0.8545091853784947,34.46,5.3175717267131795
22.74,2.522107869091168,5.69,0.8507980237664814,15.549999999999999,5.392297691196976
11.27,2.514965408360591,3.9299999999999997,0.8529802526144984,22.17,5.254136619535268
8.51,2.5185579791606094,4.52,0.8552824484300292,53.34,5.291297557837626
13.139999999999999,2.515037495277059,3.55,0.8557627826893534,31.879999999999995,5.221135948637236
15.91,2.5067892881612526,3.47,0.8563853249384675,65.3,5.189037213773974
21.17,2.513318539939045,4.01,0.8539382835584769,89.2,5.216955749665288
11.98,2.5129387921972177,2.72,0.8594761288829863,32.24,5.150068599684552
19.82,2.508338437581284,3.12,0.8570569149707417,79.88,5.158517250306847
21.13,2.5176588215071134,2.93,0.8567325280966573,76.01,5.161011378138033
9.62,2.513214270395289,4.07,0.8573530819977926,24.39,5.276710711690099
24.99,2.52522538829306,5.429999999999999,0.8504813568279417,43.54,5.322737844839408
18.87,2.5117471118466197,3.8199999999999994,0.8541814140264916,68.52,5.19515056118362
15.579999999999998,2.5203110477008175,4.01,0.857843040351811,34.98,5.273936957383328
21.16,2.5249224038607214,5.159999999999999,0.8560598625790508,37.78,5.323070791308234
21.07,2.5139861718709553,3.19,0.8598462999448226,85.28,5.190786878294225
18.79,2.5172800902899657,4.749999999999999,0.8524017633178279,46.52,5.288819239808322
15.91,2.514103663235107,4.68,0.8544339845790982,46.56,5.27664646828312
16.22,2.509969495493923,3.37,0.8558088457430946,46.97,5.186161132581256
6.240000000000001,2.5102541568158254,4.28,0.8574568865815577,37.4,5.25796507392732
8.07,2.5089639228133063,3.05,0.8582965307524488,39.82,5.210307419613081
19.8,2.5134267537448376,4.25,0.8549576022141816,92.08,5.225187589548728
7.6,2.512969244134912,3.5,0.8587942113654845,27.930000000000003,5.237551282232194
13.749999999999998,2.5159931121774797,4.14,0.8566372649146234,28.559999999999995,5.278346822147068
12.96,2.5067434703079274,3.03,0.8573601217475285,70.86,5.140649436523503
15.569999999999999,2.506558276340669,4.02,0.8548519657505513,48.39,5.219616958714239
19.52,2.513620847937318,4.1,0.8524734335068954,61.23,5.22355971738004
14.45,2.5170697867631633,4.58,0.8530457446193889,31.67,5.247447807311626
20.74,2.513970925268103,4.3,0.8527039837255772,88.27,5.219495901216252
7.82,2.5090573030412706,3.64,0.8593892307016929,36.27,5.247798397550718
17.61,2.512035932152059,3.6,0.8592219117381334,57.18000000000001,5.253058707463225
20.08,2.514008035116168,3.39,0.8572979560573113,85.95,5.213834819921033
13.129999999999999,2.512030874742288,3.67,0.8575385592554502,32.45,5.224233899404483
12.01,2.517330847063774,4.47,0.853930254957129,26.68,5.290698915260528
11.03,2.509375736811315,3.39,0.8589329823659098,34.97,5.2300275746442
11.44,2.514609878308046,3.01,0.860416939190713,29.21,5.233075508485461
9.64,2.5128478625579618,2.99,0.8593699906710837,45.12,5.178230746083686
9.03,2.513586021314915,3.8299999999999996,0.8558599458854718,46.74,5.280573740351856
21.03,2.5152308005047272,3.44,0.8610207082518427,91.73,5.2368537270983335
21.28,2.509456530298873,3.11,0.8590536641633376,89.31,5.173476625861077
